Campaign_ID,Product_Category,Platform,Content_Type,Views,Likes,Shares,Comments,Engagement_Rate,Baseline_Sales_EUR,Post_Campaign_Sales_EUR,Sales_Increase_Pct,ROI_Pct,Went_Viral
CAMP_037,Fitness,TikTok,Unboxing,7338916.5,797176,131534,63774,13.523576675112736,21777.955682783428,62771.22599064199,188.23286678035538,303.39839908154784,True
CAMP_038,Food & Beverage,Instagram Reels,Tutorial,2447007.6,262718,51230,21017,13.68876010029556,37841.191866998925,79692.77672837266,110.59795634468966,700.8243843810576,True
CAMP_039,Fitness,YouTube Shorts,Challenge,1633593.0,94407,25489,7552,7.801698464672658,45094.92287711822,63996.76228822779,41.91567077876215,157.90802713582937,False
CAMP_040,Food & Beverage,Instagram Reels,Comedy,1851342.0,176953,42468,14156,12.616631611015144,44682.892743204146,91119.31191231018,103.92437982021333,459.15625827026327,True
CAMP_041,Beauty,TikTok,Review,5196790.5,597612,89641,47808,14.144518621637719,25871.353088555537,60114.60312112121,132.35971816144988,246.95533340605002,True
CAMP_042,Electronics,Instagram Reels,Challenge,838980.0,50920,13748,4073,8.193401511359031,11437.690951869683,13453.751156309312,17.626461607708233,19.33602434932262,False
CAMP_043,Home & Living,Instagram Reels,Challenge,1355520.0,110643,29873,8851,11.019166076487252,11493.927549968577,16921.23900079222,47.218946067208144,63.09428619124917,False
CAMP_044,Electronics,TikTok,Tutorial,452176.5,39769,7754,3181,11.213320462253124,18632.841099873727,20603.39526419386,10.575704229740275,33.66469118203343,False
CAMP_045,Home & Living,Instagram Reels,Unboxing,4115482.8,280864,46342,22469,8.496572990172623,30652.013932047812,49130.351059788445,60.28425136666421,142.66934902777064,True
CAMP_046,Food & Beverage,Instagram Reels,Challenge,4156585.1999999997,262039,70750,20963,8.510639935878133,43439.20482048823,113038.25769638584,160.2217470681485,765.7057860211598,True
CAMP_047,Fashion,Instagram Reels,Tutorial,2114089.1999999997,159377,31078,12750,9.611940688216942,13754.931603251669,19726.914391230428,43.41703005318458,41.62780231513817,False
CAMP_048,Beauty,TikTok,Comedy,5493915.0,610769,146584,48861,14.674671886987694,19909.2395800463,69413.66082783876,248.6504873717399,393.5650063704257,True
CAMP_049,Beauty,TikTok,Behind-the-Scenes,2697021.0,159609,21547,12768,7.190303672088574,11629.152092758806,16780.768625264805,44.29915862665332,42.79967510999743,False
CAMP_050,Electronics,Instagram Reels,Challenge,4263156.0,274603,74142,21968,8.69574090181077,23852.17284357603,46517.13713785038,95.0226398362637,197.12543987072974,True
CAMP_051,Fashion,Instagram Reels,Behind-the-Scenes,2029498.7999999998,184293,24879,14743,11.033019580992116,20435.74493366856,26993.33177866394,32.08880746104607,45.74731927769593,False
CAMP_052,Beauty,TikTok,Comedy,1725850.5,114412,27458,9152,8.75058413228724,47755.664182430286,75552.87405110763,58.20714745478124,203.31503475063997,True
CAMP_053,Food & Beverage,Instagram Reels,Unboxing,3447720.0,473008,78046,37840,17.08067940552017,31824.6715726374,93194.86937243455,192.83843247124904,692.585657482212,True
CAMP_054,Beauty,Instagram Reels,Unboxing,5223892.8,363473,59973,29077,8.662562907110193,18583.564788334967,37659.850214074824,102.65137847887061,353.9441620797046,True
CAMP_055,Fashion,YouTube Shorts,Tutorial,2760108.0,255193,49762,20415,11.78830683437025,43795.01243877818,72014.99314512078,64.43651716229515,214.68738946681634,True
CAMP_056,Beauty,YouTube Shorts,Review,2972097.0,354538,53180,28363,14.67250227701182,35157.71387119536,73893.5170243474,110.17725240914544,313.63218616031946,True
CAMP_057,Home & Living,TikTok,Tutorial,4035492.0,253744,49480,20299,8.016940685299339,32740.811349998334,56109.82045971534,71.3757788709112,189.737763976452,True
CAMP_058,Electronics,Instagram Reels,Tutorial,5006715.6,422310,82350,33784,10.754435502587766,44684.664288388885,93705.64256461003,109.70425549098067,663.7041252806889,True
CAMP_059,Home & Living,YouTube Shorts,Tutorial,3381869.0,149797,29210,11983,5.647468899593687,46102.11626718267,64994.72488338282,40.97991620755307,142.4290570856917,False
CAMP_060,Fitness,TikTok,Unboxing,4912780.5,230895,38097,18471,5.851330015660174,10433.506059211935,17362.585475524298,66.4118022933868,117.18646281655671,True
CAMP_061,Electronics,Instagram Reels,Review,5099748.0,357699,53654,28615,8.627249817049783,13331.376447810386,21111.396173915888,58.35871304484341,70.57085366951729,True
CAMP_062,Electronics,YouTube Shorts,Comedy,2469862.0,204174,49001,16333,10.91186471146971,41251.8420188481,63466.85702376119,53.85217706099762,155.2488863118271,True
CAMP_063,Fashion,YouTube Shorts,Behind-the-Scenes,583636.0,49003,6615,3920,10.201221309172155,39481.42227164035,43736.88354861488,10.778389004570498,35.29067978293578,False
CAMP_064,Electronics,TikTok,Challenge,3876943.5,343448,92730,27475,11.959240571857702,13364.272244599897,30769.853792204787,130.23965113130618,303.8880192017409,True
CAMP_065,Fashion,YouTube Shorts,Challenge,3715060.0,192174,51886,15373,6.983278870327801,19329.122896981113,35897.56618248497,85.71751224206646,121.54629201827743,True
CAMP_066,Fitness,TikTok,Tutorial,3997612.5,325534,63479,26042,10.382572097720827,25050.38342123663,44929.14654753481,79.35512519718888,155.64977590587256,True
CAMP_067,Fitness,YouTube Shorts,Unboxing,799074.0,45875,7569,3670,7.147523258171333,14447.899292246053,16083.402597194161,11.32000764862651,31.98380067657463,False
CAMP_068,Electronics,Instagram Reels,Challenge,1805889.5999999999,147844,39917,11827,11.052059882287379,42911.61407506772,67354.56820932812,56.96116228930693,206.96137295215595,True
CAMP_069,Electronics,Instagram Reels,Tutorial,2924774.4,164492,32075,13159,7.170672719236054,13315.652867734168,18930.95492798388,42.17068525311616,59.97102610732124,False
CAMP_070,Fashion,TikTok,Comedy,3412950.0,148302,35592,11864,5.73574180694121,11736.03133192691,19554.58707814384,66.62009946196366,55.09456108504631,True
CAMP_071,Electronics,YouTube Shorts,Unboxing,908158.0,88864,14662,7109,12.182351529139202,35175.9455254105,42405.66991537822,20.55303498450408,75.7403181153512,False
CAMP_072,Home & Living,Instagram Reels,Behind-the-Scenes,4041876.0,214430,28948,17154,6.44581872378074,11817.855213658315,16187.675057556708,36.9764205508969,30.12813875146989,False
CAMP_073,Fitness,TikTok,Challenge,5279101.5,280681,75783,22454,7.17769870497849,25530.735359594888,51411.275802663265,101.37013320825493,337.8934454025987,True
CAMP_074,Home & Living,TikTok,Review,5848039.5,521485,78222,41718,10.968205669609448,11292.638044386018,22569.860530299124,99.86349019235078,123.7614059202593,True
CAMP_075,Home & Living,TikTok,Comedy,1824882.0,154486,37076,12358,11.174421140654573,47621.273085415334,71515.53898140693,50.175613434638635,221.00529030401285,True
CAMP_076,Beauty,Instagram Reels,Challenge,4335284.399999999,621128,167704,49690,19.34179912164471,32063.514901762803,115876.57541837441,261.39698274939815,919.7540731587186,True
CAMP_077,Fitness,TikTok,Challenge,244224.0,26647,7194,2131,14.729101153039833,25069.55879751763,28044.884173718645,11.868279774016719,33.3187069522862,False
CAMP_078,Food & Beverage,YouTube Shorts,Tutorial,3301298.0,530186,103386,42414,20.476370203477543,15354.084752025326,42204.66504436065,174.8758113947073,466.6751971523101,True
CAMP_079,Electronics,TikTok,Comedy,3573775.5,357306,85753,28584,13.197331505574429,46526.63009030571,100160.59862643253,115.27585047966323,437.4280789323567,True
CAMP_080,Fashion,Instagram Reels,Unboxing,1364809.2,81599,13463,6527,7.443458030617027,20057.69758047194,23988.969616172555,19.599817077350277,55.58708064107136,False
CAMP_081,Beauty,TikTok,Challenge,1855330.5,159217,42988,12737,11.585105726446043,10887.389681212066,19305.69467311167,77.32161003134422,86.23450879599437,True
CAMP_082,Food & Beverage,YouTube Shorts,Challenge,4884357.0,792544,213986,63403,21.905298896047114,48718.95061759292,194875.80247037168,300.0,1131.4045013713753,True
CAMP_083,Beauty,YouTube Shorts,Comedy,4150673.0,465003,111600,37200,14.788035578808545,42201.78670077448,140647.58002081251,233.27399386678428,881.1330060585133,True
CAMP_084,Fashion,Instagram Reels,Challenge,720266.4,62802,16956,5024,11.770922536439295,27498.996880949162,36165.43375230603,31.515465487255035,102.16776912466176,False
CAMP_085,Fitness,TikTok,Review,1136533.5,69166,10374,5533,7.4853050965941605,44494.54834986981,52663.30077723432,18.358996169894628,126.24149602972751,False
CAMP_086,Beauty,Instagram Reels,Tutorial,840238.7999999999,63710,12423,5096,9.667370752219488,11834.450656185318,14608.677098788321,23.441953692654458,32.737580213801046,False
CAMP_087,Fitness,YouTube Shorts,Unboxing,711614.0,40426,6670,3234,7.072654557105397,15155.18887642597,16445.871360242407,8.516439447509004,19.79869843553724,False
CAMP_088,Fitness,TikTok,Unboxing,3000550.5,303662,50104,24292,12.599621302824266,16892.794848065194,28026.070587298356,65.90546939903379,205.84066822150285,True
CAMP_089,Home & Living,Instagram Reels,Review,2918828.4,148443,22266,11875,6.255386579080839,13548.101350282224,17130.50708882601,26.442123851318545,37.28647902866398,False
CAMP_090,Fashion,Instagram Reels,Challenge,170238.0,8562,2311,684,6.7887310706187804,37615.79314517461,38750.3698113144,3.016224227310579,8.731472882565454,False
CAMP_091,Beauty,Instagram Reels,Behind-the-Scenes,1775461.2,116643,15746,9331,7.982151341859795,12443.11839419455,15655.089801841941,25.813235122362627,24.590171953868072,False
CAMP_092,Beauty,YouTube Shorts,Comedy,967559.0,143804,34512,11504,19.61844187279535,29380.919407640853,48496.16621318397,65.06007024603858,219.99018009439584,True
CAMP_093,Fashion,TikTok,Challenge,3192010.5,137047,37002,10963,5.796096222114558,15324.677143499131,25076.61493896403,63.63551873979781,72.53527800793024,True
CAMP_094,Food & Beverage,YouTube Shorts,Review,680265.0,49564,7434,3965,8.961654649291086,24165.86683172502,27783.311836525514,14.969233381901695,59.80541255786166,False
CAMP_095,Home & Living,Instagram Reels,Tutorial,984207.6,79172,15438,6333,10.25627113629279,14790.485272770049,18486.541415906508,24.989417689635,33.797381566823226,False
CAMP_096,Electronics,Instagram Reels,Unboxing,5556596.399999999,419065,69145,33525,9.389470863854717,13476.811523496948,25770.72024840115,91.22268055370262,113.11596995236269,True
CAMP_097,Beauty,YouTube Shorts,Challenge,622735.0,48808,13178,3904,10.580744618497434,32831.13218675648,40170.53924331698,22.35502271079491,49.3732375938959,False
CAMP_098,Home & Living,TikTok,Tutorial,4735638.0,144209,28120,11536,3.882581396635469,16114.365567373281,21813.621147963226,35.36754554041653,86.26330045407428,False
CAMP_099,Food & Beverage,Instagram Reels,Behind-the-Scenes,5038664.399999999,789577,106592,63166,19.03947006274123,45870.61698505701,131308.52698058408,186.25847135075526,833.938117870658,True
CAMP_100,Home & Living,YouTube Shorts,Behind-the-Scenes,3144235.0,169384,22866,13550,6.545312293769391,46695.824523421266,58686.2785882186,25.677786369921083,81.28751263676024,False
CAMP_101,Fitness,Instagram Reels,Unboxing,690160.7999999999,67263,11098,5381,12.13369406086234,31401.46928179642,36579.98412543128,16.491313820900952,38.68655549086158,False
CAMP_102,Home & Living,Instagram Reels,Challenge,1545258.0,76367,20619,6109,6.671701424616472,30304.4151473782,38150.924598036705,25.89229791269326,127.61938021501516,False
CAMP_103,Fashion,Instagram Reels,Behind-the-Scenes,399314.39999999997,34540,4662,2763,10.509262876570443,47280.573690277364,50554.30600032292,6.9240536959025,29.927624966088086,False
CAMP_104,Fitness,Instagram Reels,Challenge,543697.2,42627,11509,3410,10.584200176127448,49598.40929559781,57552.39818937661,16.036782241088453,60.72329236554557,False
CAMP_105,Beauty,YouTube Shorts,Comedy,2240222.0,112618,27028,9009,6.635726280698967,28863.047542006334,42409.864090258954,46.934810083852106,159.5867943493971,False
CAMP_106,Beauty,TikTok,Behind-the-Scenes,2105473.5,262336,35415,20986,15.138494975120798,14971.88893942179,25397.390663979404,69.63384357672268,72.48285115750438,True
CAMP_107,Electronics,YouTube Shorts,Unboxing,3887247.0,368711,60837,29496,11.808974320386639,32978.924527196476,62627.61594849911,89.90193539165436,463.4256261211061,True
CAMP_108,Beauty,TikTok,Behind-the-Scenes,5962923.0,774903,104611,61992,15.789336873878801,16570.63191723972,51699.301576622085,211.99354276185008,301.4826077116211,True
CAMP_109,Fashion,Instagram Reels,Review,2204305.1999999997,143931,21589,11514,8.031283508290958,25697.804296905415,35698.5781389446,38.9168417912012,106.48921417759685,False
CAMP_110,Fitness,YouTube Shorts,Comedy,3345374.0,204390,49053,16351,8.064688731364566,33099.45083624503,56044.83637961099,69.32255660942866,257.38469993727205,True
CAMP_111,Fashion,Instagram Reels,Comedy,2013337.2,226536,54368,18122,14.852256244011187,23312.631436499374,45462.16703960144,95.0108771008308,185.55088293690622,True
CAMP_112,Electronics,YouTube Shorts,Comedy,3852010.0,249146,59795,19931,8.537672539790913,41543.88844898123,69337.94948649399,66.90288770548233,342.40859205657773,True
CAMP_113,Home & Living,YouTube Shorts,Tutorial,3227993.0,103334,20150,8266,4.081483448074392,29759.259485234506,39009.420767658914,31.08330463334955,153.42370762654062,False
CAMP_114,Home & Living,YouTube Shorts,Review,1949443.0,111937,16790,8954,7.062581465577604,25891.49162241469,32701.287905682442,26.30128994720567,104.77940730174204,False
CAMP_115,Electronics,TikTok,Challenge,5141667.0,158642,42833,12691,4.165302809380693,37757.937778684005,59141.96020749506,56.63450836259194,284.4380047495866,True
CAMP_116,Home & Living,YouTube Shorts,Behind-the-Scenes,3436501.0,290408,39205,23232,10.267565759474536,26034.056670545593,40106.20497453386,54.0528450178462,97.2314675284153,True
CAMP_117,Electronics,Instagram Reels,Comedy,709987.2,28213,6771,2257,5.245305830865683,20240.621274146488,22183.389875209305,9.59836447087883,17.775247373127957,False
CAMP_118,Electronics,TikTok,Comedy,1333141.5,105993,25438,8479,10.494759933585444,40849.86674078952,53680.18128884376,31.408461206173012,225.5199295552199,False
CAMP_119,Food & Beverage,TikTok,Behind-the-Scenes,3489159.0,600568,81076,48045,20.913033771175233,28033.574856165284,68379.39087514485,143.91962575585148,271.7180533997494,True
CAMP_120,Fitness,Instagram Reels,Tutorial,4685113.2,296334,57785,23706,8.064372916325693,30753.522285042884,58383.13579982698,89.84211063271243,307.3362671306878,True
CAMP_121,Beauty,TikTok,Tutorial,4459212.0,314632,61353,25170,8.996096171251782,10185.280920184114,20684.305747427406,103.08036577015207,116.89368491866972,True
CAMP_122,Beauty,Instagram Reels,Unboxing,4473703.2,636590,105037,50927,17.715837742655793,23878.12807584911,73312.54417633236,207.02802139034662,519.1502278804882,True
CAMP_123,Food & Beverage,YouTube Shorts,Review,821253.0,139226,20883,11138,20.851917740330933,17055.479460248935,24530.157251756333,43.82566792641959,81.34150376983769,False
CAMP_124,Beauty,TikTok,Comedy,2017953.0,218057,52333,17444,14.263662235939092,49021.65262731025,94442.23098395029,92.65411491112393,429.58808016195223,True
CAMP_125,Fitness,YouTube Shorts,Comedy,3347606.0,177129,42510,14170,6.9843643487316,33815.40069280175,51643.844567078966,52.72285263226924,142.6320615449836,True
CAMP_126,Food & Beverage,YouTube Shorts,Behind-the-Scenes,3369260.0,285095,38487,22807,10.280862860093908,28882.67780439997,52831.89218029804,82.9189541845378,423.3489239283797,True
CAMP_127,Fitness,YouTube Shorts,Challenge,2709440.0,207833,56114,16626,10.355387091059406,26030.522435013037,48463.36494057411,86.17899453061759,342.36057148316866,True
CAMP_128,Beauty,TikTok,Unboxing,6169779.0,538812,88903,43104,10.872658485822589,35759.98172956063,90895.95874451478,154.18345968945655,1049.4367891540528,True
CAMP_129,Electronics,Instagram Reels,Comedy,4911676.8,287622,69029,23009,7.729743129678241,18878.886477317978,33997.968765875616,80.08460830951256,129.01421543177173,True
CAMP_130,Home & Living,Instagram Reels,Tutorial,4236156.0,330398,64427,26431,9.944298557465778,45498.41930054012,87468.10170905874,92.24426486398924,343.7846672464258,True
CAMP_131,Food & Beverage,Instagram Reels,Behind-the-Scenes,3663382.8,584772,78944,46781,19.394560677633798,47776.38902309094,115610.01085729217,141.9814749947226,748.3914108164639,True
CAMP_132,Fashion,YouTube Shorts,Challenge,3722214.0,174351,47074,13948,6.323467699600292,43925.12381867534,72016.8497215899,63.9536635545487,204.08911916781483,True
CAMP_133,Home & Living,Instagram Reels,Challenge,165546.0,14011,3782,1120,11.424619139091249,23434.6342859934,24836.81078573314,5.98335131936668,16.24658516967182,False
CAMP_134,Electronics,TikTok,Comedy,3809353.5,223452,53628,17876,7.742941157863139,44442.72079898886,71950.32659182165,61.89451342830167,186.54950195253917,True
CAMP_135,Electronics,TikTok,Challenge,6467919.0,450195,121552,36015,9.39656170709621,45782.08907576366,126802.90993812347,176.9705631568722,875.6986411351502,True
CAMP_136,Food & Beverage,TikTok,Behind-the-Scenes,4363866.0,650226,87780,52018,18.10376395608848,26102.00174387922,68790.88003419641,163.546377435698,372.81099437836235,True
CAMP_137,Fitness,Instagram Reels,Challenge,4301460.0,443222,119669,35457,13.910346719485942,37327.35425781926,112977.01366170355,202.66547390788446,734.7040389295252,True
CAMP_138,Fashion,TikTok,Behind-the-Scenes,6203118.0,281460,37997,22516,5.5129210825910455,36056.81553407457,60868.912034092915,68.81388756189602,351.2365424413045,True
CAMP_139,Fashion,Instagram Reels,Comedy,4561437.6,278679,66882,22294,8.064453189056012,44955.60310250061,94937.65495727384,111.18091718358694,454.16888783583056,True
CAMP_140,Beauty,TikTok,Challenge,5240413.5,741210,200126,59296,19.09452374321225,26175.260061960973,104701.04024784389,300.0,851.6562814706933,True
CAMP_141,Fashion,Instagram Reels,Unboxing,2601988.8,142458,23505,11396,6.816286065489598,34126.08437865553,45652.93234354635,33.77723572675804,129.61773096461866,False
CAMP_142,Food & Beverage,TikTok,Unboxing,642247.5,61433,10136,4914,11.90864892428542,29042.016087963988,35628.49429258341,22.679135582977274,45.840352717885395,False
CAMP_143,Home & Living,TikTok,Challenge,3588052.5,114354,30875,9148,4.302529018179082,16480.555115663385,24577.45972610445,49.13004782676064,60.13708709855724,False
CAMP_144,Food & Beverage,TikTok,Unboxing,7351782.0,735981,121436,58878,12.463576857964505,23775.34928176933,80805.7004386387,239.87177004629584,624.7891554334509,True
CAMP_145,Home & Living,YouTube Shorts,Challenge,3240914.0,186614,50385,14929,7.773362699534761,13110.613763158282,20517.74440056166,56.4972073101407,50.4676277507466,True
CAMP_146,Fitness,Instagram Reels,Review,4129701.5999999996,269538,40430,21563,8.027965022944999,46692.54301848971,70895.59764102924,51.83494634883217,166.890299431152,True
CAMP_147,Beauty,YouTube Shorts,Review,2540706.0,264716,39707,21177,12.815335579952974,39288.99545638244,70813.26309797617,80.23688891865689,272.04625598896394,True
CAMP_148,Fitness,Instagram Reels,Tutorial,990522.0,102257,19940,8180,13.162453736514687,18848.37767278409,25585.628499666705,35.744460047671886,46.65494444532121,False
CAMP_149,Fashion,YouTube Shorts,Tutorial,2428837.0,132240,25786,10579,6.941799717313265,46619.531903521674,62267.98003783745,33.566291842440585,130.68467740482927,False
CAMP_150,Beauty,YouTube Shorts,Challenge,1853740.0,170870,46134,13669,12.443654449922859,28968.56866629855,56508.11276375942,95.06698247573351,204.82359463673168,True
CAMP_151,Fashion,YouTube Shorts,Challenge,2484206.0,227463,61415,18197,12.361092437583679,24587.889978292234,49335.34393326237,100.64895351662453,252.2517117676858,True
CAMP_152,Food & Beverage,TikTok,Unboxing,1089033.0,109758,18110,8780,12.547645479980865,26179.417987274028,36424.15728186088,39.13280004760565,78.56533862502478,False
CAMP_153,Electronics,TikTok,Behind-the-Scenes,5817649.5,304336,41085,24346,6.355951832436794,30806.724395149275,46779.08832086601,51.84700496178586,116.02212260554595,True
CAMP_154,Fashion,YouTube Shorts,Unboxing,1070154.0,117297,19354,9383,13.64607336887962,44988.066907367975,59080.503082287905,31.324831546856103,97.92754148733081,False
CAMP_155,Food & Beverage,YouTube Shorts,Behind-the-Scenes,2853696.0,291320,39328,23305,12.403318363273454,26077.236544369687,47440.7467655716,81.92398065206218,189.47589096572145,True
CAMP_156,Electronics,YouTube Shorts,Tutorial,1909582.0,159983,31196,12798,10.6817617677586,26854.28009108281,38779.954662539116,44.40884108979087,161.4245194205896,False
CAMP_157,Food & Beverage,TikTok,Behind-the-Scenes,4646353.5,444378,59991,35550,11.620273834093767,19344.310041996396,39250.777056648956,102.906058533159,384.388278295949,True
CAMP_158,Fitness,YouTube Shorts,Tutorial,4367048.0,208145,40588,16651,6.07696549247913,37185.89130772279,57273.96759465077,54.020693280400344,138.54216588199074,True
CAMP_159,Home & Living,TikTok,Unboxing,1441162.5,94127,15530,7530,8.131421682148959,45367.95912526012,55629.56718407353,22.618623929018504,73.10274882221299,False
CAMP_160,Fashion,TikTok,Review,722119.5,32639,4895,2611,5.559329169202605,34309.471795154364,37010.22783583136,7.871750567312518,36.96274291567749,False
CAMP_161,Fashion,TikTok,Challenge,1614829.5,69338,18721,5547,5.796649119922568,41183.37894267013,52779.74733599565,28.157884785190628,207.87883180192006,False
CAMP_162,Beauty,TikTok,Unboxing,507474.0,55683,9187,4454,13.660601331299732,20409.334718061094,23804.929522138944,16.637459530089156,34.2578853649468,False
CAMP_163,Beauty,YouTube Shorts,Unboxing,4959384.0,359277,59280,28742,9.019245132056723,45796.8576491136,101703.2748681594,122.07478872762327,583.9204404055763,True
CAMP_164,Food & Beverage,YouTube Shorts,Review,2512616.0,294481,44172,23558,14.415692648618014,44087.74133388031,77384.25344129055,75.52328856053855,401.6218234265306,True
CAMP_165,Beauty,TikTok,Unboxing,1686202.5,98977,16331,7918,7.307900444934698,20105.963758435406,24846.225680504962,23.576397426265093,39.6437673315092,False
CAMP_166,Fashion,Instagram Reels,Behind-the-Scenes,543742.7999999999,63601,8586,5088,14.211682435151326,37330.35054638384,41589.15451489429,11.40842211813358,31.518518179790345,False
